uid,title,link,synopsis,score,ranked,popularity,members,episodes,genre
708,Patapata Hikousen no Bouken,https://myanimelist.net/anime/708/Patapata_Hikousen_no_Bouken,"Jane's mother dies when she is born, and her father, a rich English aristocrat, soon remarries to a woman with a son, William, who despises his new father and brother. George and Jane grow up with a dream to make a flying machine. George believes the distant Asian sands hold a secret: a mysterious cerulean sand which can make machines fly. He goes on an expedition to find it, and soon is reported executed for treason. William disappears too. After she recieves an unsigned letter holding a handful of pale-blue sand which floats in the air, Jane is sure her brother is alive and leaves to the East to find him and prove him innocent. There are many mysteries to unravel in store for Jane and her new friends on her journey. But perhaps a mystery should forever remain a mystery...   (Source: ANN)",7.53,1927,7145,9625,26,"['Adventure', 'Sci-Fi']"
3673,Nijuu Mensou no Musume,https://myanimelist.net/anime/3673/Nijuu_Mensou_no_Musume,"To the public, Nijuu Mensou is known for his flawlessly executed heists and the advance warnings he sends his victims. But the gentleman thief is no common criminal—he firmly opposes killing and primarily targets those he views as pigs.  One job brings Nijuu Mensou to the Mikamo residence, where 11-year-old Chizuko, nicknamed ""Chiko,"" lives with her aunt Yoshie and uncle Shouji following the death of her parents. While Chiko is the sole inheritor of a substantial fortune, there is more to her family circumstances than meets the eye, and she would like nothing but to escape her home life. Fortunately, her wish comes true when Nijuu Mensou makes off not only with the Mikamos' heirloom gemstone but also with Chiko herself.  Quick to join the infamous thief's crew, Chiko learns the tools of the trade and grows closer to her new partners in crime, attaining the loving family she has always desired. At the same time, she begins to gain notoriety as the daughter of Nijuu Mensou—a title that carries more than its fair share of trouble.  [Written by MAL Rewrite]",7.53,1926,4101,36468,22,"['Action', 'Adventure', 'Mystery', 'Seinen']"
35984,Mahou Shoujo Lyrical Nanoha: Detonation,https://myanimelist.net/anime/35984/Mahou_Shoujo_Lyrical_Nanoha__Detonation,"During a rash attempt to save her father and her dying home planet of Eltria, Kyrie Florian is betrayed by her childhood friend, Iris. Furthermore, the power Kyrie has gathered from Nanoha Takamachi and the other Earth protectors cannot be used to help her father.  Iris casts the despairing Kyrie aside, having acquired what she desired to exact revenge on Yuri Eberwein, a powerful being who lies dormant on Earth. Left to pick up the pieces, Nanoha and her allies must confront the troublesome Iris to uncover the truth and stop the conflict between her and Yuri.  However, amidst the raging battles, a much more dangerous threat lingers in the shadows. No matter the obstacle, Nanoha remains diligent and does not hesitate to help those in need with her magic.  [Written by MAL Rewrite]",7.53,1925,6967,10257,1,"['Action', 'Comedy', 'Drama', 'Mahou Shoujo']"
1418,"Lupin III: Episode 0 ""First Contact""",https://myanimelist.net/anime/1418/Lupin_III__Episode_0_First_Contact,"Jigen tells the story of the gang's first meeting. Jigen, still a member of the Mafia, is hired to protect an ancient artifact - one that Lupin and Fujiko are both trying to steal. Meanwhile, Inspector Zenigata, then of the Japanese police force, has come to the U.S. on Fujiko's trail, and Ishikawa Goemon is searching for the lost treasure of his clan.   (Source: ANN)",7.53,1924,6400,12513,1,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Adult Cast', 'Seinen']"
49073,Kidou Senshi Gundam SEED Freedom,https://myanimelist.net/anime/49073/Kidou_Senshi_Gundam_SEED_Freedom,"In C.E.75, the fighting still continues.  There are independence movements, and aggression by Blue Cosmos... In order to calm the situation, a global peace monitoring agency called COMPASS is established, with Lacus as its first president. As members of COMPASS, Kira and his comrades intervene into various regional battles. Then a newly established nation called Foundation proposes a joint operation against a Blue Cosmos stronghold.  (Source: sugoi.co)",7.53,1923,5834,15761,1,"['Action', 'Drama', 'Sci-Fi', 'Mecha', 'Military', 'Space']"
6624,Kara no Kyoukai Remix: Gate of Seventh Heaven,https://myanimelist.net/anime/6624/Kara_no_Kyoukai_Remix__Gate_of_Seventh_Heaven,"In August of 1995, Mikiya Kokutou meets a young kimono-clad woman named Shiki Ryougi. When he finds out that they go to the same school, he attempts to befriend her. Though her upbringing is unconventional and she herself is strange, Mikiya is not deterred, and Shiki gradually opens up to him. But Mikiya's life will be changed forever by this simple meeting, and in ways that he never imagined, as he begins to see a deadly side to his new friend...  [Written by MAL Rewrite]",7.53,1922,3439,50488,1,"['Action', 'Fantasy', 'Mystery', 'Romance', 'Suspense']"
52308,Kanojo ga Koushaku-tei ni Itta Riyuu,https://myanimelist.net/anime/52308/Kanojo_ga_Koushaku-tei_ni_Itta_Riyuu,"When, after her sudden death, Rinko Hanasaki is reborn as Raeliana McMillan, she is not sure whether to curse her luck. Raeliana was a minor character in a novel Rinko read, and as the eldest daughter of a nouveau-riche baron, she led a carefree life until her unfortunate demise at the hands of her fiancé, Lord Francis Brooks. To avoid her destined fate, Raeliana is determined to end her engagement with Francis.  However, when Francis refuses to break things off, Raeliana decides to seek help from someone of higher standing and approaches Duke Noah Wynknight—the novel's male protagonist. Using her knowledge of the plot, Raeliana captures the duke's interest by proposing a deal: she will not expose his secrets if Noah agrees to act as her fiancé. Little does she know that getting involved with a duke who only shows his true colors around her may lead to more than she bargained for.  [Written by MAL Rewrite]",7.53,1921,1436,185441,12,"['Fantasy', 'Romance', 'Isekai', 'Reincarnation']"
41918,Juan Siliang,https://myanimelist.net/anime/41918/Juan_Siliang,"A stubborn girl on a mysterious island, her dreams of becoming a martial artist, and her complicated love story.  (Source: Livechart)",7.53,1920,10990,2945,15,"['Action', 'Fantasy']"
2012,Jigoku Sensei Nube,https://myanimelist.net/anime/2012/Jigoku_Sensei_Nube,"Nube is a clumsy, easygoing, and very kind teacher, but he has a secret under his glove on the left hand. He has a monster hand, and he also has the ability to sense ghosts and evil spirits. So he protects his dear students from these evil spirits with his monster hand, proving to be very powerful.  (Source: ANN)",7.53,1919,4913,24478,49,"['Comedy', 'Horror', 'Supernatural', 'Mythology', 'School', 'Shounen']"
51462,Isekai Nonbiri Nouka,https://myanimelist.net/anime/51462/Isekai_Nonbiri_Nouka,"During the final years of his life, Hiraku Machio remained confined to a hospital bed with a terminal illness until he finally passed away. Taking pity on the unfair life he lived, a god decides to reincarnate Hiraku in another world where he can live as he pleases. Wanting to try farming in this new life, he is bestowed with an all-in-one ""Almighty Farming Tool"" that can transform into any useful implement he wishes. Hiraku is then transported to a forest seemingly far from civilization. Here, he plans to build and farm everything from scratch—gradually developing the lifeless area into a thriving new society.  [Written by MAL Rewrite]",7.53,1918,1011,268007,12,"['Fantasy', 'Slice of Life', 'Isekai']"
47410,Initial D Battle Stage 3,https://myanimelist.net/anime/47410/Initial_D_Battle_Stage_3,"is the eleventh and final installment of the   series. It features every race from Fifth Stage and Final Stage. Unlike the previous two battle stages, it does not feature any new battles, and doesn't feature any character dialogue.  (Source: Initial D Wiki)",7.53,1917,7312,9073,1,"['Action', 'Racing', 'Seinen']"
34374,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,https://myanimelist.net/anime/34374/Yuuki_Yuuna_wa_Yuusha_de_Aru__Washio_Sumi_no_Shou_1_-_Tomodachi,The first movie in the   trilogy.,7.53,1916,5794,16056,1,"['Drama', 'Mahou Shoujo']"
50274,Yao Shen Ji 5th Season,https://myanimelist.net/anime/50274/Yao_Shen_Ji_5th_Season,Fifth season of  .,7.53,1915,9276,4964,52,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Martial Arts', 'Mythology']"
60279,Xian Ni: Shenlin Zhi Zhan,https://myanimelist.net/anime/60279/Xian_Ni__Shenlin_Zhi_Zhan,"After Wang Lin's arrival in the Ancient God Land, the Eternal Night Demon City in the Demon Cultivation Sea rose overnight, continuously attacking the surrounding sects. During the battle to defend the gate, Li Muwan was poisoned, her life hanging in the balance. Upon learning of this, Wang Lin took her back to the Demon Cultivation Sea, revealing a thousand-year conspiracy...  (Source: Tencent, Google translated)",7.53,1914,13937,1250,1,"['Action', 'Adventure', 'Fantasy', 'Historical']"
41409,Wushen Zhuzai,https://myanimelist.net/anime/41409/Wushen_Zhuzai,"The protagonist Qin Chen, who was originally the top genius in the military domain, was conspired by the people to fall into the death canyon in the forbidden land of the mainland. Qin Chen, who was inevitably dead, unexpectedly triggered the power of the mysterious ancient sword.  Three hundred years later, in a remote part of the Tianwu mainland, a boy of the same name accidentally inherited Qin Chen’s will. As the beloved grandson of King Dingwu of the Daqi National Army, due to the birth father’s birth, the mother and son were treated coldly in Dingwu’s palace and lived together. In order to rewrite the myth of the strong man in hope of the sun, and to protect everything he loves, Qin Chen resolutely took up the responsibility of maintaining the five kingdoms of the world and set foot on the road of martial arts again.",7.53,1913,8309,6573,720,"['Action', 'Drama', 'Fantasy', 'Historical', 'Martial Arts']"
1830,Utawarerumono Specials,https://myanimelist.net/anime/1830/Utawarerumono_Specials,DVD specials of comedic events that occurred during the story of Utawarerumono. The specials are included in the DVD Box special disc.,7.53,1912,5763,16329,6,"['Action', 'Comedy', 'Drama', 'Fantasy']"
